http://dbpedia.org/resource/Dragonfly_in_Amber	http://dbpedia.org/property/author	http://dbpedia.org/resource/Diana_Gabaldon
http://dbpedia.org/resource/Dragonfly_in_Amber	http://dbpedia.org/property/series	http://dbpedia.org/resource/Outlander_series
http://dbpedia.org/resource/Dragonfly_in_Amber	http://dbpedia.org/property/genre	http://dbpedia.org/resource/Historical_fiction
http://dbpedia.org/resource/Dragonfly_in_Amber	http://dbpedia.org/property/publisher	http://dbpedia.org/resource/Dell_Publishing
http://dbpedia.org/resource/Dragonfly_in_Amber	http://dbpedia.org/property/precededBy	http://dbpedia.org/resource/Outlander_(novel
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_historical_novels
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Hispanic_and_Latino_American_novels
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Novels_set_in_Paris
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Novels_set_in_Scotland
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Outlander_series
http://dbpedia.org/resource/Dragonfly_in_Amber	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Time_travel_novels
http://dbpedia.org/resource/Dhalgren	http://dbpedia.org/property/author	http://dbpedia.org/resource/Samuel_R._Delany
http://dbpedia.org/resource/Dhalgren	http://dbpedia.org/property/genre	http://dbpedia.org/resource/List_of_science_fiction_novels
http://dbpedia.org/resource/Dhalgren	http://dbpedia.org/property/publisher	http://dbpedia.org/resource/Bantam_Books
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1970s_science_fiction_novels
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Post-apocalyptic_novels
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Novels_by_Samuel_Delany
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Metafictional_works
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Novels_with_gay_themes
http://dbpedia.org/resource/Dhalgren	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:LGBT_speculative_fiction_novels
http://dbpedia.org/resource/Brother_Cadfael's_Penance	http://dbpedia.org/property/author	http://dbpedia.org/resource/Edith_Pargeter
http://dbpedia.org/resource/Brother_Cadfael's_Penance	http://dbpedia.org/property/series	http://dbpedia.org/resource/Cadfael
http://dbpedia.org/resource/Brother_Cadfael's_Penance	http://dbpedia.org/property/genre	http://dbpedia.org/resource/Mystery_fiction
http://dbpedia.org/resource/Brother_Cadfael's_Penance	http://dbpedia.org/property/publisher	http://dbpedia.org/resource/Headline_Publishing_Group
http://dbpedia.org/resource/Brother_Cadfael's_Penance	http://dbpedia.org/property/precededBy	http://dbpedia.org/resource/The_Holy_Thief
